house_type,num_bedrooms,floor_area_sqft,num_floors,num_occupants,num_adults,num_children,climate_zone,city_tier,insulation_quality,window_type,roof_type,has_ac,num_ac_units,ac_star_rating,ac_usage_hrs_per_day,num_ceiling_fans,num_led_bulbs,num_cfl_bulbs,num_incandescent_bulbs,avg_lighting_hrs_per_day,water_heater_type,water_heater_capacity_L,water_heater_usage_hrs_per_day,has_refrigerator,fridge_capacity_L,fridge_star_rating,has_microwave,has_electric_stove,has_dishwasher,dishwasher_cycles_per_week,has_washing_machine,washing_machine_type,washing_cycles_per_week,has_dryer,num_tvs,tv_screen_size_inch,tv_usage_hrs_per_day,num_computers,computer_usage_hrs_per_day,has_solar_panels,solar_capacity_kWp,has_battery_storage,battery_capacity_kWh,daily_energy_consumption_kWh,monthly_energy_consumption_kWh,estimated_peak_load_kW
Apartment,4,1206,1,4,3,1,Hot & Dry,Tier 2,Average,Single Pane,Insulated RCC,0,0,0,0,2,19,9,3,5.6,None,0,0,1,165,1,1,0,1,3,1,Front Load,3,0,1,65,8.7,2,9.4,0,0,0,0,13.66,409.8,1.71
Apartment,2,694,1,2,2,0,Hot & Dry,Tier 1,Poor,Single Pane,Flat RCC,1,2,2,16.9,5,24,2,1,6.3,Solar + Backup,25,2.6,1,400,2,0,1,1,4,0,None,0,0,2,40,4.3,2,2.2,0,0,0,0,88.48,2654.4,11.06
Apartment,2,593,2,2,2,0,Cold,Tier 1,Excellent,Single Pane,Flat RCC,1,2,1,5.1,5,18,6,3,8.1,None,0,0,1,235,3,1,0,0,0,1,Front Load,7,0,2,32,7.1,1,2.6,1,10,0,0,0,0,3.14
Apartment,2,755,3,2,1,1,Composite,Tier 1,Good,Triple Pane,Flat RCC,1,4,3,17,2,8,9,4,11.5,None,0,0,1,400,2,1,0,0,0,0,None,0,0,1,50,6.7,2,11.2,0,0,0,0,102.77,3083.2,12.85
Apartment,2,611,1,4,1,3,Hot & Humid,Tier 2,Poor,Triple Pane,Insulated RCC,1,1,2,13.9,4,16,5,2,11.5,Electric Geyser,50,1,1,190,3,1,0,0,0,1,Front Load,7,1,1,40,7,3,10.9,1,3,0,0,45.94,1378.3,7.43
Apartment,1,300,2,1,1,0,Hot & Dry,Tier 2,Average,Single Pane,Sloped Tiled,1,4,2,8.6,5,23,2,4,3.6,Solar + Backup,25,2.5,0,0,0,1,0,0,0,0,None,0,0,1,65,3.3,2,7.1,0,0,0,0,71.25,2137.4,8.91
Independent House,3,1012,2,3,2,1,Temperate,Tier 2,Excellent,Double Pane,Sloped Tiled,1,2,3,9.5,4,10,5,2,8.5,Electric Geyser,25,2,1,500,3,0,1,0,0,1,Semi-Automatic,9,0,1,50,4.2,2,6.9,0,0,0,0,34.38,1031.3,4.3
Apartment,1,407,2,5,3,2,Hot & Dry,Tier 2,Good,Single Pane,Green Roof,0,0,0,0,3,19,2,3,3.4,Electric Geyser,35,1,1,400,4,1,0,1,8,1,Top Load,8,0,3,32,4.3,2,10.1,1,5,0,0,0,0,2.16
Apartment,4,1207,1,5,3,2,Hot & Humid,Tier 2,Average,Double Pane,Insulated RCC,1,3,4,12.4,5,10,8,3,8.8,Electric Geyser,50,1.7,1,235,4,1,1,0,0,1,Semi-Automatic,7,0,2,55,6.8,1,3.4,0,0,0,0,82.29,2468.8,10.29
Independent House,2,961,3,3,1,2,Temperate,Tier 2,Average,Single Pane,Flat RCC,0,0,0,0,7,19,0,4,4.1,Electric Geyser,50,2.2,1,500,4,1,0,1,4,1,Semi-Automatic,4,0,1,75,9.8,3,8.5,0,0,0,0,17.87,536.1,2.23
Independent House,3,979,1,3,3,0,Composite,Tier 1,Average,Single Pane,Insulated RCC,0,0,0,0,2,16,7,2,11.5,Solar + Backup,35,2.1,1,235,2,1,0,0,0,1,Top Load,3,1,3,32,9.6,2,6.8,1,2,0,0,8,240,2.12
Apartment,4,1743,1,1,1,0,Composite,Tier 1,Good,Double Pane,Insulated RCC,1,2,2,10.8,4,20,4,2,10.8,Electric Geyser,50,1.6,1,280,4,1,0,0,0,1,Top Load,3,0,1,32,3.8,1,9.4,1,1,0,0,40.85,1225.4,5.67
Villa,3,695,1,4,3,1,Hot & Humid,Tier 3,Good,Double Pane,Flat RCC,1,2,2,17.9,7,12,3,1,3.2,None,0,0,1,280,5,0,1,0,0,1,Semi-Automatic,8,1,1,65,4.4,2,2.3,1,2,0,0,64.35,1930.6,9.17
Independent House,3,910,1,4,2,2,Hot & Humid,Tier 3,Average,Single Pane,Flat RCC,1,4,5,7,3,15,0,0,10,Electric Geyser,25,1.8,1,190,2,0,0,0,0,1,Top Load,5,0,1,75,2.3,1,7.9,1,1,0,0,51.89,1556.6,7.05
Apartment,2,936,1,2,1,1,Composite,Tier 1,Poor,Double Pane,Insulated RCC,0,0,0,0,3,16,8,1,8.7,Electric Geyser,25,1.8,1,280,3,1,1,0,0,0,None,0,0,1,55,5.2,1,7.6,0,0,0,0,19.48,584.3,2.43
Villa,2,637,1,3,3,0,Hot & Humid,Tier 2,Excellent,Double Pane,Flat RCC,1,1,5,8.1,5,12,8,3,7.5,Heat Pump,25,0.7,1,500,5,1,0,0,0,1,Top Load,2,0,2,50,8.7,2,10.4,0,0,0,0,25.39,761.7,3.17
Row House,3,737,1,4,2,2,Composite,Tier 3,Good,Single Pane,Flat RCC,1,1,2,14.7,5,8,4,4,8.4,Solar + Backup,15,2.8,1,280,4,1,0,0,0,1,Front Load,4,0,2,75,9.3,2,8.8,0,0,0,0,36.56,1096.9,4.57
Apartment,5,1677,2,5,3,2,Composite,Tier 2,Poor,Single Pane,Insulated RCC,1,2,5,14.7,7,10,8,2,9.1,Electric Geyser,10,0.9,1,235,2,1,0,0,0,1,Front Load,6,0,2,43,3.9,2,10.8,1,5,0,0,40.31,1209.2,7.85
Apartment,3,1066,2,2,2,0,Hot & Dry,Tier 1,Poor,Single Pane,Insulated RCC,1,1,3,8.1,6,4,9,1,11,Electric Geyser,10,1.8,1,165,3,1,1,0,0,1,Front Load,3,0,1,55,4.1,1,10.9,0,0,0,0,41.07,1232.2,5.13
Villa,3,1394,1,3,2,1,Cold,Tier 1,Average,Double Pane,Flat RCC,1,2,3,5.1,6,7,8,4,9.9,Electric Geyser,35,2.5,1,400,3,1,0,0,0,1,Front Load,7,1,2,55,3.8,1,6.1,0,0,0,0,41.19,1235.7,5.15
Independent House,3,891,2,2,2,0,Temperate,Tier 2,Average,Triple Pane,Flat RCC,0,0,0,0,5,7,6,4,8.2,None,0,0,1,340,3,1,0,1,3,1,Front Load,4,0,2,32,4.8,2,3.4,0,0,0,0,12.55,376.5,1.57
Apartment,3,1325,2,2,2,0,Composite,Tier 3,Average,Double Pane,Sloped Tiled,1,2,3,10,6,19,7,0,10.4,Solar + Backup,50,1.8,1,340,3,0,0,0,0,1,Semi-Automatic,5,0,1,55,8.4,3,8.3,0,0,0,0,46.65,1399.6,5.83
Apartment,1,395,2,5,2,3,Hot & Humid,Tier 2,Poor,Double Pane,Sloped Tiled,1,1,3,9.7,2,8,0,2,11.9,Electric Geyser,10,1.1,1,280,2,1,1,0,0,1,Front Load,6,0,1,75,7.2,2,10.7,0,0,0,0,43.9,1316.9,5.49
Apartment,3,976,1,4,2,2,Hot & Humid,Tier 1,Excellent,Double Pane,Green Roof,1,2,3,17.8,7,7,3,4,5.7,Electric Geyser,15,2.4,1,280,4,1,1,0,0,1,Front Load,5,0,2,40,8.3,2,2.7,0,0,0,0,67.97,2039.2,8.5
Independent House,5,2322,2,4,2,2,Composite,Tier 1,Good,Single Pane,Sloped Tiled,1,2,4,10.6,0,9,9,2,4.1,None,0,0,1,400,4,0,1,1,6,1,Front Load,2,0,2,75,6.7,1,7.6,0,0,0,0,36.14,1084.2,4.52
Independent House,2,626,3,1,1,0,Hot & Humid,Tier 3,Poor,Single Pane,Sloped Tiled,1,2,1,7.6,6,6,9,1,9.6,Solar + Backup,10,2.6,0,0,0,1,0,0,0,0,None,0,0,2,43,4.1,2,3.1,0,0,0,0,51.27,1538.1,6.41
Apartment,3,1307,2,4,2,2,Cold,Tier 3,Good,Single Pane,Green Roof,1,4,1,16.5,5,11,3,4,11.8,Heat Pump,35,2.7,1,235,2,1,1,0,0,1,Semi-Automatic,4,0,0,0,0,1,2.3,0,0,0,0,121.87,3656.2,15.23
Independent House,2,436,1,3,1,2,Hot & Humid,Tier 2,Good,Double Pane,Flat RCC,1,3,3,10.9,2,20,8,4,4.1,Electric Geyser,15,2.1,1,340,4,1,1,0,0,1,Front Load,6,0,1,32,2.1,1,8.8,0,0,0,0,68.43,2052.9,8.55
Independent House,3,1323,1,2,2,0,Composite,Tier 2,Average,Double Pane,Flat RCC,1,2,2,12.4,3,21,2,1,6.9,None,0,0,1,340,2,0,0,0,0,1,Front Load,8,1,2,50,8.2,1,8.8,0,0,0,0,51.94,1558.3,6.49
Apartment,1,487,2,3,1,2,Hot & Dry,Tier 1,Good,Single Pane,Sloped Tiled,1,1,4,5.3,5,21,9,2,3.6,Heat Pump,15,1.9,1,500,3,0,0,0,0,1,Top Load,5,0,2,50,8.8,2,8,0,0,0,0,21.32,639.7,2.67
Apartment,3,1071,1,1,1,0,Composite,Tier 3,Average,Single Pane,Flat RCC,0,0,0,0,7,15,9,2,10,Solar + Backup,50,1.5,1,340,5,0,0,0,0,1,Top Load,5,0,1,50,8.1,1,10.6,0,0,0,0,16.55,496.6,2.07
Independent House,3,1255,1,4,2,2,Hot & Humid,Tier 3,Good,Double Pane,Flat RCC,0,0,0,0,4,4,0,4,11.5,Electric Geyser,10,2.1,1,280,3,0,0,0,0,1,Front Load,9,0,1,50,2.6,1,2.8,0,0,0,0,18.59,557.7,2.32
Villa,2,727,1,3,2,1,Hot & Dry,Tier 1,Average,Single Pane,Flat RCC,1,3,2,12.3,4,15,4,1,7.5,None,0,0,0,0,0,1,1,0,0,1,Front Load,8,0,3,50,8.1,1,3.1,0,0,0,0,77.68,2330.3,9.71
Independent House,3,790,2,2,2,0,Hot & Dry,Tier 2,Average,Double Pane,Sloped Tiled,1,1,3,8.8,5,14,6,3,6.7,Solar + Backup,35,1.5,1,280,2,0,1,0,0,1,Top Load,7,0,3,32,2.4,2,10.6,0,0,0,0,33.92,1017.5,4.24
Independent House,3,856,2,2,2,0,Temperate,Tier 1,Average,Single Pane,Insulated RCC,1,4,2,12.8,6,16,3,2,11.2,None,0,0,1,400,3,1,1,0,0,1,Front Load,7,0,2,40,2.8,2,7,1,2,1,2.5,79.74,2392.1,11.09
Apartment,4,1499,1,2,2,0,Hot & Humid,Tier 1,Average,Double Pane,Flat RCC,1,1,1,16.7,2,6,8,3,4.2,Electric Geyser,10,1.5,1,340,4,1,0,1,4,1,Semi-Automatic,2,0,1,40,5.5,1,4.7,1,1,0,0,43.06,1291.9,5.95
Independent House,2,812,3,1,1,0,Cold,Tier 1,Average,Double Pane,Sloped Tiled,0,0,0,0,2,11,5,4,11,Electric Geyser,15,1.6,1,280,5,0,0,0,0,1,Front Load,8,0,2,50,5.8,1,9.4,1,2,0,0,7.6,227.9,2.07
Independent House,2,1063,1,3,1,2,Temperate,Tier 1,Excellent,Single Pane,Flat RCC,0,0,0,0,5,6,5,3,6.5,Electric Geyser,25,0.7,1,400,4,1,0,1,8,0,None,0,0,1,40,8.5,1,10.9,0,0,0,0,11.66,349.9,1.46
Apartment,2,716,2,4,2,2,Hot & Dry,Tier 1,Good,Double Pane,Sloped Tiled,1,1,2,17.4,3,20,2,3,8,Electric Geyser,15,1.7,1,340,5,1,0,0,0,1,Semi-Automatic,4,0,2,43,7.4,1,8.9,0,0,0,0,44.57,1337.2,5.57
Apartment,5,2188,2,1,1,0,Temperate,Tier 2,Poor,Single Pane,Sloped Tiled,0,0,0,0,7,16,9,2,7.8,Electric Geyser,35,1.7,1,235,4,1,1,0,0,1,Semi-Automatic,5,0,1,40,3.2,1,9.9,0,0,0,0,19.7,590.9,2.46
Apartment,4,1524,2,1,1,0,Hot & Humid,Tier 2,Poor,Single Pane,Insulated RCC,1,2,1,14.1,6,13,9,4,8.5,Electric Geyser,10,2,1,280,5,1,0,0,0,0,None,0,0,2,75,3.8,1,4.8,0,0,0,0,87.74,2632.1,10.97
Apartment,3,900,3,3,3,0,Cold,Tier 2,Good,Single Pane,Flat RCC,0,0,0,0,3,20,4,3,11.5,Electric Geyser,35,1.4,1,165,1,1,1,0,0,1,Semi-Automatic,3,0,2,55,4.3,2,4.9,0,0,0,0,18.17,545.1,2.27
Apartment,4,1257,1,4,1,3,Composite,Tier 1,Average,Double Pane,Sloped Tiled,1,1,3,13.5,5,6,9,2,11.6,Heat Pump,35,2,1,400,5,1,1,0,0,1,Top Load,2,0,2,50,3,1,10.6,0,0,0,0,38.35,1150.6,4.79
Apartment,3,1260,2,2,2,0,Hot & Dry,Tier 1,Average,Single Pane,Flat RCC,1,4,3,8.9,5,16,5,3,10.5,Electric Geyser,35,2.7,1,280,3,1,1,0,0,1,Front Load,7,0,1,75,4.3,2,8.1,0,0,0,0,85.64,2569.3,10.71
Apartment,3,1176,1,2,2,0,Hot & Dry,Tier 2,Good,Single Pane,Sloped Tiled,1,1,5,8.4,3,9,3,2,4.7,Electric Geyser,35,2.9,1,235,5,0,0,0,0,0,None,0,0,1,55,7.8,3,4.3,0,0,0,0,24.48,734.5,3.06
Apartment,1,388,2,3,1,2,Hot & Humid,Tier 2,Excellent,Double Pane,Insulated RCC,1,3,5,13.6,4,17,2,4,6,None,0,0,1,235,1,1,1,0,0,1,Front Load,2,0,2,55,3.9,1,7.2,0,0,0,0,60.6,1818.1,7.58
Villa,3,912,2,2,2,0,Cold,Tier 1,Good,Single Pane,Insulated RCC,0,0,0,0,5,13,4,1,7.4,Solar + Backup,50,0.6,1,280,4,0,1,0,0,1,Front Load,2,0,1,50,8.7,0,0,1,2,0,0,1.72,51.5,1.34
Independent House,1,488,2,1,1,0,Hot & Humid,Tier 3,Poor,Single Pane,Flat RCC,1,2,4,9.9,7,23,6,2,11.1,Solar + Backup,15,2.9,1,190,4,1,1,1,11,1,Front Load,4,0,1,65,5.8,2,4.2,0,0,0,0,68.85,2065.4,8.61
Independent House,4,1429,1,4,2,2,Composite,Tier 2,Average,Single Pane,Insulated RCC,1,1,3,6.6,6,19,5,2,7.7,Electric Geyser,25,2.3,1,400,5,0,1,0,0,1,Top Load,8,0,3,32,4.6,1,8.5,0,0,0,0,30.37,911.1,3.8
Villa,3,1089,2,4,3,1,Hot & Dry,Tier 3,Good,Double Pane,Flat RCC,1,3,3,4.1,3,21,1,3,11.8,Electric Geyser,35,1.3,1,340,4,1,1,0,0,1,Semi-Automatic,7,0,1,65,5.3,1,2.4,1,3,0,0,24.86,745.9,4.8
Independent House,3,1224,1,3,3,0,Cold,Tier 2,Excellent,Triple Pane,Flat RCC,1,1,5,17.6,4,16,0,4,11.9,Electric Geyser,25,0.9,1,340,3,1,0,0,0,1,Top Load,7,0,2,40,7.7,1,5,0,0,0,0,33.25,997.6,4.16
Apartment,1,423,1,4,2,2,Hot & Humid,Tier 1,Excellent,Single Pane,Insulated RCC,0,0,0,0,3,13,4,0,8.4,Electric Geyser,15,0.9,1,235,3,0,1,0,0,1,Front Load,9,0,1,65,6.1,3,8.7,0,0,0,0,15.6,467.9,1.95
Independent House,2,667,2,4,3,1,Composite,Tier 2,Average,Double Pane,Flat RCC,1,1,3,17.6,4,9,4,0,10.9,None,0,0,1,280,3,1,1,0,0,1,Top Load,5,1,2,43,2.1,2,3.5,0,0,0,0,40.9,1227.1,5.11
Independent House,2,796,1,2,1,1,Composite,Tier 1,Good,Single Pane,Flat RCC,1,4,2,6,4,13,5,1,12,Solar + Backup,15,0.6,1,190,2,0,1,0,0,1,Top Load,5,0,2,65,9.4,0,0,0,0,0,0,47.05,1411.4,5.88
Independent House,2,472,2,3,2,1,Composite,Tier 2,Poor,Double Pane,Flat RCC,1,1,1,12.2,7,8,2,4,10.6,Electric Geyser,35,2.8,0,0,0,0,1,0,0,0,None,0,0,2,65,2.5,0,0,0,0,0,0,46.15,1384.5,5.77
Independent House,1,313,1,2,2,0,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,0,0,0,0,6,9,0,2,8.9,Heat Pump,15,1.9,1,165,2,1,0,0,0,1,Front Load,4,0,3,32,9.5,1,8.7,1,3,1,10,3.16,94.9,2.08
Apartment,4,1295,1,2,2,0,Hot & Humid,Tier 3,Average,Single Pane,Flat RCC,1,1,3,15.1,5,10,3,0,10.6,Electric Geyser,10,2.2,1,340,3,1,0,0,0,1,Top Load,9,1,1,43,2.2,1,7,0,0,0,0,50.45,1513.6,6.31
Apartment,3,1245,2,4,2,2,Hot & Humid,Tier 1,Excellent,Double Pane,Insulated RCC,1,2,3,15,4,14,3,1,3.7,Electric Geyser,50,2.6,1,500,5,1,0,0,0,1,Top Load,9,0,2,65,8.2,1,4.1,1,1,0,0,52.17,1565.1,7.08
Apartment,2,893,1,5,1,4,Composite,Tier 3,Poor,Single Pane,Flat RCC,0,0,0,0,5,19,9,4,8.7,None,0,0,1,400,5,1,0,0,0,0,None,0,1,2,50,6.3,2,5.4,0,0,0,0,18.2,546.1,2.28
Independent House,2,669,1,6,3,3,Hot & Humid,Tier 3,Average,Single Pane,Sloped Tiled,1,2,4,16.8,6,15,1,1,4.9,Electric Geyser,35,2.7,1,400,1,1,0,0,0,1,Front Load,9,0,1,40,6,1,7.7,0,0,0,0,75.13,2254,9.39
Independent House,2,936,2,4,3,1,Composite,Tier 2,Excellent,Triple Pane,Flat RCC,1,3,1,6.7,5,15,7,0,4,None,0,0,1,190,1,1,0,1,12,1,Front Load,9,1,1,65,2.6,1,3.6,1,3,0,0,25.44,763.1,4.87
Apartment,3,1086,1,2,2,0,Hot & Humid,Tier 2,Average,Triple Pane,Sloped Tiled,1,3,4,12.6,7,23,5,3,11,Electric Geyser,25,1.6,1,400,2,1,0,0,0,0,None,0,1,3,32,3.9,1,6.8,0,0,0,0,86.32,2589.6,10.79
Row House,3,1328,2,2,2,0,Temperate,Tier 2,Average,Single Pane,Insulated RCC,1,2,2,17.8,7,8,2,3,8.8,Solar + Backup,10,2.9,1,340,2,0,1,0,0,1,Semi-Automatic,9,0,0,0,0,0,0,1,2,1,7.5,56.1,1682.9,8.14
Independent House,4,1088,1,4,2,2,Cold,Tier 3,Good,Double Pane,Insulated RCC,1,1,5,16.4,2,19,0,4,5.2,Electric Geyser,35,2.3,1,280,1,0,0,0,0,0,None,0,0,1,32,9.1,3,6.8,0,0,0,0,34.03,1021,4.25
Apartment,3,1067,2,3,3,0,Composite,Tier 2,Good,Double Pane,Green Roof,1,2,4,17.4,7,9,2,1,6.5,Electric Geyser,10,0.7,0,0,0,0,0,0,0,1,Semi-Automatic,9,0,1,55,6.2,1,3.1,0,0,0,0,50.39,1511.8,6.3
Apartment,5,1923,2,4,2,2,Hot & Dry,Tier 3,Average,Single Pane,Flat RCC,1,1,2,8.8,4,12,7,2,11.8,Solar + Backup,25,2.2,0,0,0,1,0,0,0,1,Front Load,2,1,0,0,0,1,3.1,0,0,0,0,31.79,953.8,3.97
Apartment,4,1268,2,4,1,3,Hot & Humid,Tier 2,Excellent,Triple Pane,Green Roof,0,0,0,0,6,8,3,0,10.8,None,0,0,1,280,3,0,0,0,0,1,Top Load,5,1,2,40,2.5,1,11.6,0,0,0,0,14.28,428.5,1.79
Apartment,2,706,1,4,2,2,Hot & Humid,Tier 3,Average,Double Pane,Flat RCC,1,1,3,6.6,7,24,2,3,3.1,Heat Pump,50,2.8,1,235,3,0,0,0,0,1,Top Load,7,0,1,40,7.5,1,11.8,1,2,0,0,16.46,493.9,3.18
Apartment,4,1470,2,4,2,2,Hot & Dry,Tier 2,Excellent,Double Pane,Flat RCC,1,2,2,11,3,19,3,3,11.8,Solar + Backup,10,1.4,1,190,3,1,0,1,12,1,Top Load,8,0,1,50,4.2,3,6.3,0,0,0,0,50.59,1517.6,6.32
Apartment,1,305,2,1,1,0,Composite,Tier 2,Good,Single Pane,Insulated RCC,1,2,5,15.1,6,21,3,1,6.3,None,0,0,0,0,0,0,1,0,0,1,Semi-Automatic,2,0,2,50,2.4,1,9.9,0,0,0,0,42.23,1266.8,5.28
Apartment,4,1287,2,4,2,2,Composite,Tier 3,Average,Single Pane,Flat RCC,1,3,3,6.1,4,22,1,3,9.3,Electric Geyser,50,0.5,1,280,4,1,0,0,0,1,Semi-Automatic,8,0,1,50,7.3,1,8.6,0,0,0,0,41.14,1234.2,5.14
Apartment,2,729,1,5,3,2,Cold,Tier 3,Good,Single Pane,Flat RCC,1,1,3,13.2,6,15,3,1,9.4,Electric Geyser,15,1.3,1,400,3,1,1,0,0,1,Top Load,7,0,2,40,5.9,0,0,0,0,0,0,36.48,1094.5,4.56
Villa,4,1231,2,2,2,0,Hot & Dry,Tier 2,Poor,Single Pane,Insulated RCC,1,2,2,8.5,0,5,8,0,11.2,Electric Geyser,25,0.7,1,280,1,0,1,0,0,1,Top Load,5,0,2,65,2.1,2,5,0,0,0,0,50.21,1506.3,6.28
Apartment,4,1688,2,4,1,3,Composite,Tier 1,Poor,Single Pane,Insulated RCC,1,1,3,8.8,3,13,3,1,11,Solar + Backup,10,1.8,1,340,2,1,1,0,0,1,Semi-Automatic,5,1,2,55,2.9,2,5.1,0,0,0,0,35.89,1076.7,4.49
Independent House,4,1093,1,2,1,1,Composite,Tier 2,Excellent,Single Pane,Flat RCC,1,3,5,13.3,2,15,0,3,5.5,Heat Pump,50,2.5,1,235,2,1,0,0,0,1,Top Load,3,0,2,40,7.6,2,8,1,3,0,0,34.87,1046.2,6.05
Independent House,3,1367,1,6,3,3,Composite,Tier 3,Poor,Single Pane,Insulated RCC,0,0,0,0,4,17,0,1,8.8,Solar + Backup,50,1,1,340,3,1,0,0,0,1,Semi-Automatic,4,0,1,50,2.5,1,7.8,0,0,0,0,14.81,444.4,1.85
Row House,2,599,2,1,1,0,Hot & Dry,Tier 3,Poor,Single Pane,Insulated RCC,1,2,5,15.4,4,21,0,3,6.5,None,0,0,1,235,2,0,0,0,0,1,Semi-Automatic,8,0,1,43,8.9,3,11.2,0,0,0,0,66.54,1996.2,8.32
Apartment,1,300,1,3,2,1,Composite,Tier 3,Average,Single Pane,Insulated RCC,1,2,5,6.2,6,22,4,4,7.7,Solar + Backup,50,1,1,400,3,1,0,0,0,0,None,0,1,1,65,4.5,1,9.9,0,0,0,0,30.64,919.3,3.83
Apartment,2,537,3,2,2,0,Composite,Tier 1,Poor,Single Pane,Sloped Tiled,1,4,2,15.1,5,9,5,3,8,Electric Geyser,50,0.8,1,340,2,1,0,0,0,1,Top Load,4,0,0,0,0,1,10.6,1,3,1,10,110.31,3309.3,15.48
Row House,2,685,2,4,1,3,Composite,Tier 2,Good,Single Pane,Insulated RCC,1,2,2,4.9,5,8,5,3,6.6,Electric Geyser,50,1.8,1,280,4,1,1,0,0,0,None,0,0,1,40,8.1,2,10.9,0,0,0,0,31.12,933.5,3.89
Villa,3,1077,2,2,2,0,Cold,Tier 2,Excellent,Double Pane,Insulated RCC,1,2,5,6.7,3,19,5,3,7.2,None,0,0,1,165,1,1,0,0,0,1,Front Load,4,0,1,43,6.2,1,10,0,0,0,0,22.5,675.1,2.81
Villa,2,732,1,2,1,1,Hot & Dry,Tier 3,Average,Single Pane,Sloped Tiled,0,0,0,0,2,17,8,4,4.9,Electric Geyser,15,2,1,165,3,1,0,0,0,1,Top Load,6,0,1,65,4.5,1,5.3,0,0,0,0,14.64,439.1,1.83
Apartment,5,2023,1,3,3,0,Hot & Humid,Tier 1,Average,Triple Pane,Sloped Tiled,1,2,1,16,2,16,0,2,8.5,Electric Geyser,15,0.6,1,400,2,1,0,0,0,1,Front Load,7,0,1,75,5.2,1,4.2,0,0,0,0,77.58,2327.3,9.7
Apartment,3,891,3,5,2,3,Composite,Tier 3,Average,Double Pane,Sloped Tiled,1,1,2,7.5,6,24,9,3,9.8,Electric Geyser,35,0.8,1,500,1,1,1,0,0,1,Top Load,9,0,1,75,2.2,0,0,0,0,0,0,34.99,1049.8,4.37
Independent House,4,1274,1,2,2,0,Composite,Tier 2,Average,Double Pane,Sloped Tiled,0,0,0,0,6,5,5,2,6.9,Electric Geyser,10,1.9,1,500,5,1,1,1,6,1,Semi-Automatic,2,0,1,55,7.3,1,8.9,0,0,0,0,19.89,596.6,2.49
Row House,1,421,2,2,2,0,Hot & Humid,Tier 1,Average,Triple Pane,Green Roof,0,0,0,0,0,5,7,0,11.8,Solar + Backup,25,2,1,280,4,1,0,0,0,1,Front Load,8,0,1,75,4.9,2,5.9,0,0,0,0,11.9,357,1.49
Independent House,4,1085,1,4,1,3,Temperate,Tier 1,Poor,Single Pane,Flat RCC,1,1,2,7,7,15,7,1,3.5,Electric Geyser,35,0.6,1,165,1,0,0,1,10,1,Front Load,9,1,2,40,7.7,1,10.5,0,0,0,0,29.03,870.9,3.63
Independent House,4,1278,1,3,3,0,Cold,Tier 1,Average,Single Pane,Flat RCC,1,3,2,15.4,0,4,2,2,8.3,None,0,0,1,400,4,0,0,0,0,1,Top Load,6,0,2,75,7,2,11.6,1,3,0,0,72.04,2161.1,10.69
Apartment,3,1014,1,5,3,2,Cold,Tier 2,Good,Single Pane,Insulated RCC,0,0,0,0,7,22,4,0,8.3,Electric Geyser,15,2.6,1,235,4,0,1,0,0,1,Front Load,5,0,2,65,7.2,2,7.7,0,0,0,0,21.23,637,2.65
Villa,3,966,1,2,2,0,Hot & Humid,Tier 1,Excellent,Single Pane,Flat RCC,1,1,4,6,2,19,9,1,3.3,Solar + Backup,15,2.3,1,280,3,0,1,0,0,1,Top Load,3,0,2,65,8.3,1,6.6,1,3,1,2.5,5.49,164.8,2.37
Apartment,3,898,3,4,3,1,Temperate,Tier 1,Good,Single Pane,Sloped Tiled,1,2,3,10.5,7,10,3,3,5,Solar + Backup,35,0.8,1,500,3,0,1,0,0,0,None,0,0,2,50,7,1,10.4,0,0,0,0,36.87,1106,4.61
Apartment,2,860,1,2,1,1,Composite,Tier 3,Good,Double Pane,Flat RCC,1,3,4,14.8,7,24,0,3,11.1,Solar + Backup,15,2,1,235,5,0,0,0,0,1,Front Load,3,0,2,40,5.3,2,2.2,1,2,1,10,59.33,1779.8,8.54
Independent House,3,1164,1,2,2,0,Composite,Tier 1,Average,Single Pane,Sloped Tiled,1,3,3,8.7,2,10,8,3,7.9,None,0,0,1,280,2,1,1,0,0,1,Front Load,5,0,1,65,5.1,2,3.3,0,0,0,0,50.13,1504,6.27
Independent House,2,637,1,4,3,1,Composite,Tier 1,Good,Triple Pane,Insulated RCC,1,4,4,12.9,3,19,4,4,6.9,Electric Geyser,15,0.6,1,235,3,1,1,1,13,1,Semi-Automatic,7,0,1,55,3,1,10.5,0,0,0,0,78.66,2359.7,9.83
Apartment,1,313,1,3,2,1,Temperate,Tier 2,Excellent,Double Pane,Insulated RCC,0,0,0,0,3,9,1,4,6.7,Electric Geyser,50,2.6,1,235,3,1,1,0,0,1,Front Load,8,0,2,50,8.2,1,9.3,1,10,0,0,0,0,1.73
Apartment,2,889,1,4,3,1,Composite,Tier 2,Excellent,Double Pane,Flat RCC,0,0,0,0,6,21,1,4,11,Electric Geyser,50,2.8,1,165,4,1,0,1,11,0,None,0,0,1,65,8.1,2,6.2,0,0,0,0,21.22,636.5,2.65
Independent House,1,300,2,2,2,0,Hot & Dry,Tier 3,Poor,Single Pane,Green Roof,1,2,4,6.1,7,4,6,4,6.3,None,0,0,1,280,5,0,0,0,0,1,Semi-Automatic,3,1,1,32,4,2,10.9,0,0,0,0,39.02,1170.5,4.88
